imdbId,directors,letterboxdAverageScore,letterboxdNumVotes
tt0038687,John Huston,3.76,2899
tt0038762,John Ford,4.09,32441
tt0038776,Michael Curtiz,2.94,1230
tt0038777,Archie Mayo,3.43,5476
tt0038787,Alfred Hitchcock,4.09,94417
tt0038854,Tay Garnett,3.62,18362
tt0038873,Edmund Goulding,3.51,3127
tt0038908,Douglas Sirk,3.34,1136
tt0038934,Jean Yarbrough,2.5,3272
tt0038958,Joseph H. Lewis,3.08,2839
tt0038975,Robert Siodmak,3.64,11290
tt0038988,Lewis Milestone,3.59,7615
tt0038991,Orson Welles,3.69,34188
tt0039017,Roy William Neill,3.2,3585
tt0039035,"Richard Whorf,Vincente Minnelli",3.0,1235
tt0039040,Mitchell Leisen,3.74,1668
tt0039152,James Edward Grant,3.28,2168
tt0039169,Irving Reis,3.39,5652
tt0039192,"Emeric Pressburger,Michael Powell",4.0,63310
tt0039204,Robert Rossen,3.76,3366
tt0039208,Elia Kazan,3.44,2822
tt0039211,Robert Wise,3.6,4076
tt0039286,Edward Dmytryk,3.57,8439
tt0039294,Otto Preminger,3.77,3827
tt0039311,Lewis Allen,3.25,4015
tt0039335,George Cukor,3.56,2039
tt0039337,Alexander Hall,3.25,1966
tt0039370,H. C. Potter,3.49,1308
tt0039391,Otto Preminger,3.36,1241
tt0039404,"Jack Kinney,Hamilton Luske,Bill Roberts,William Morgan",2.75,17500
tt0039416,Elia Kazan,3.52,11826
tt0039420,Joseph L. Mankiewicz,3.91,16390
tt0039431,Charles Walters,3.3,1096
tt0039501,Richard Whorf,3.28,495
tt0039536,Henry Hathaway,3.65,6901
tt0039589,Douglas Sirk,3.46,5953
tt0039591,Zoltan Korda,3.32,258
tt0039595,William A. Wellman,3.29,806
tt0039628,George Seaton,3.8,58758
tt0039636,Dudley Nichols,3.22,453
tt0039645,Elliott Nugent,3.31,1489
tt0039651,Yasujirō Ozu,3.87,4031
tt0039661,Edmund Goulding,3.87,23572
tt0039677,Carol Reed,3.9,13705
tt0039689,Jacques Tourneur,4.11,44901
tt0039694,Alfred Hitchcock,3.16,7440
tt0039725,Curtis Bernhardt,3.53,4299
tt0039737,Raoul Walsh,3.72,3427
tt0039757,Delmer Daves,3.34,3226
tt0039768,Robert Montgomery,3.62,3228
tt0039776,Norman Z. McLeod,3.33,1057
tt0039800,Christy Cabanne,2.35,1049
tt0039806,Elia Kazan,3.02,1061
tt0039808,Norman Z. McLeod,3.38,4134
tt0039853,Edward Buzzell,3.32,3304
tt0039881,Anthony Mann,3.44,3854
tt0039926,Peter Godfrey,3.22,3038
tt0039931,Cecil B. DeMille,3.28,915
tt0040064,John Ford,3.58,7355
tt0040068,Charles Barton,3.58,23325
tt0040155,Jacques Tourneur,3.45,2214
tt0040160,John Farrow,3.78,8288
tt0040175,Robert Wise,3.47,4502
tt0040202,Henry Hathaway,3.55,6698
tt0040221,Max Ophüls,3.66,5270
tt0040257,Robert Siodmak,3.63,3261
tt0040270,Rudolph Maté,2.93,2014
tt0040308,Charles Walters,3.57,10270
tt0040317,Billy Wilder,2.95,1301
tt0040338,Carol Reed,3.81,7389
tt0040366,Abraham Polonsky,3.65,8166
tt0040367,Billy Wilder,3.68,8290
tt0040369,John Ford,3.83,14648
tt0040395,Leo McCarey,3.36,558
tt0040416,Laurence Olivier,3.72,15462
tt0040458,George Stevens,3.74,1767
tt0040491,Victor Fleming,3.29,2444
tt0040495,Jean Negulesco,3.71,2432
tt0040498,Jack Conway,3.5,618
tt0040506,John Huston,3.8,28267
tt0040522,Vittorio De Sica,4.3,208361
tt0040550,Robert Flaherty,3.23,1907
tt0040558,Orson Welles,3.72,9688
tt0040580,"Clyde Geronimi,Jack Kinney,Wilfred Jackson,Hamilton Luske",2.65,13731
tt0040607,Frank Borzage,3.68,4747
tt0040613,H. C. Potter,3.37,7877
tt0040636,Jules Dassin,3.79,17846
tt0040662,David Lean,3.74,9950
tt0040679,Norman Z. McLeod,3.14,2405
tt0040694,Vincente Minnelli,3.5,10584
tt0040695,André de Toth,3.52,4076
tt0040705,William Dieterle,3.8,5953
tt0040723,Anthony Mann,3.66,6266
tt0040724,Howard Hawks,4.0,28896
tt0040725,"Emeric Pressburger,Michael Powell",4.4,115796
tt0040745,"Michael Curtiz,Busby Berkeley",3.51,1649
tt0040746,Alfred Hitchcock,4.14,244696
tt0040751,Edgar G. Ulmer,3.45,772
tt0040765,Fred Zinnemann,3.78,2075
tt0040806,Anatole Litvak,3.74,5510
tt0040820,Howard Hawks,3.27,1713
tt0040823,Anatole Litvak,3.5,8905
tt0040834,Frank Capra,3.52,2220
tt0040848,Rouben Mamoulian,3.12,214
tt0040876,George Sidney,3.43,3262
tt0040897,John Huston,4.29,70567
tt0040919,Preston Sturges,3.8,6719
tt0040976,Norman Taurog,3.15,672
tt0040979,Akira Kurosawa,3.89,24611
tt0041088,Fred Zinnemann,3.79,4589
tt0041094,"Clyde Geronimi,James Algar,Jack Kinney",3.27,37230
tt0041098,Charles Barton,2.9,1366
tt0041113,Robert Rossen,3.62,10104
tt0041127,Mervyn LeRoy,3.36,511
tt0041154,Yasujirō Ozu,4.33,50792
tt0041158,Charles Walters,3.45,2360
tt0041178,Don Siegel,3.41,3479
tt0041198,Anthony Mann,3.54,1963
tt0041239,Mark Robson,3.63,2888
tt0041259,Tay Garnett,3.18,842
tt0041268,Robert Siodmak,3.76,9603
tt0041327,Mervyn LeRoy,3.44,1123
tt0041328,Jacques Tourneur,3.3,644
tt0041373,Michael Curtiz,3.5,2384
tt0041386,King Vidor,3.44,5940
tt0041387,Arthur Lubin,3.12,466
tt0041428,Elliott Nugent,3.14,496
tt0041452,William Wyler,4.14,15515
tt0041481,Mark Robson,3.38,315
tt0041487,Joseph L. Mankiewicz,3.61,2136
tt0041497,Samuel Fuller,3.47,4074
tt0041498,Howard Hawks,3.53,5274
tt0041503,Arthur Lubin,3.23,1685
tt0041507,Robert Z. Leonard,3.34,3080
tt0041509,Henry Koster,3.3,1279
tt0041513,Clarence Brown,3.64,1242
tt0041514,Lloyd Bacon,3.21,756
tt0041555,Nicholas Ray,3.28,3029
tt0041594,Mervyn LeRoy,3.52,6571
tt0041600,Alfred L. Werker,3.32,216
tt0041650,Ernest B. Schoedsack,3.45,3842
tt0041687,Edward Buzzell,3.2,994
tt0041716,"Stanley Donen,Gene Kelly",3.62,18487
tt0041737,Henry Cornelius,3.52,3301
tt0041746,Elia Kazan,3.28,1861
tt0041838,Cecil B. DeMille,3.39,4072
tt0041866,John Ford,3.59,12426
tt0041928,Sam Wood,3.37,1100
tt0041931,Roberto Rossellini,3.85,15652
tt0041944,Busby Berkeley,3.23,3377
tt0041958,Jules Dassin,3.76,5236
tt0041959,Carol Reed,4.25,149286
tt0041968,Byron Haskin,3.63,5426
tt0041996,Henry King,3.69,4857
tt0042004,Alfred Hitchcock,3.21,6723
tt0042035,John Huston,3.38,583
tt0042040,Alexander Mackendrick,3.53,5210
tt0042041,Raoul Walsh,4.11,22486
tt0042046,Ted Tetzlaff,3.63,3395
tt0042192,Joseph L. Mankiewicz,4.35,107752
tt0042195,Fritz Lang,3.12,498
tt0042200,George Sidney,3.17,3494
tt0042208,John Huston,3.86,29608
tt0042229,Samuel Fuller,3.43,3117
tt0042275,Nicholas Ray,3.3,3522
tt0042276,George Cukor,3.72,9132
tt0042279,Rudolph Maté,3.36,204
tt0042286,Delmer Daves,3.44,5557
tt0042296,John Cromwell,3.82,4199
tt0042327,Walter Lang,3.19,1952
tt0042332,"Hamilton Luske,Clyde Geronimi,Wilfred Jackson",3.52,321736
tt0042352,Richard Brooks,3.29,622
tt0042355,Michelangelo Antonioni,3.51,4059
tt0042367,Michael Gordon,3.62,2212
tt0042369,Rudolph Maté,3.48,8806
tt0042376,Vincent Sherman,3.58,3168
tt0042393,Irving Pichel,3.08,1932
tt0042447,George Marshall,3.24,451
tt0042451,Vincente Minnelli,3.49,8297
tt0042464,Jacques Tourneur,3.54,2223
tt0042490,Anthony Mann,3.71,5332
tt0042530,Joseph H. Lewis,3.92,22245
tt0042531,Henry King,3.97,11546
tt0042539,Lewis Milestone,3.32,442
tt0042546,Henry Koster,3.97,29581
tt0042593,Nicholas Ray,4.2,64167
tt0042609,Alfred E. Green,3.17,820
tt0042619,Robert Bresson,4.09,22694
tt0042643,Earl McEvoy,3.05,2095
tt0042646,"Compton Bennett,Andrew Marton",3.16,2665
tt0042692,"Federico Fellini,Alberto Lattuada",3.46,5681
tt0042727,Fred Zinnemann,3.47,3208
tt0042788,Jules Dassin,4.03,15417
tt0042792,Joseph L. Mankiewicz,3.73,6509
tt0042804,Luis Buñuel,4.2,42726
tt0042832,Elia Kazan,3.6,8267
tt0042876,Akira Kurosawa,4.22,215679
tt0042895,John Ford,3.46,13578
tt0042949,"John Boulting,Roy Boulting",3.43,881
tt0042958,Akira Kurosawa,3.5,6452
tt0042994,Alfred Hitchcock,3.51,13796
tt0043012,Charles Walters,3.55,5655
tt0043041,Jean Negulesco,3.46,489
tt0043132,Otto Preminger,3.77,9485
tt0043137,Anthony Mann,3.85,17499
tt0043142,Norman Foster,3.68,5245
tt0043274,"Clyde Geronimi,Wilfred Jackson,Hamilton Luske",3.77,385054
tt0043278,Vincente Minnelli,3.66,52502
tt0043286,Clarence Brown,3.3,1295
tt0043313,Yasujirō Ozu,4.19,17546
tt0043325,Frederick de Cordova,2.89,999
tt0043338,Billy Wilder,4.26,48223
tt0043340,Joseph Losey,3.32,833
tt0043361,Mark Robson,3.44,327
tt0043386,Jacques Becker,3.83,5865
tt0043455,Henry King,3.2,868
tt0043456,Robert Wise,3.83,41245
tt0043458,László Benedek,3.5,689
tt0043459,Anatole Litvak,3.52,1086
tt0043465,William Wyler,3.89,5330
tt0043503,"Bretaigne Windust,Raoul Walsh",3.59,2935
tt0043540,Samuel Fuller,3.59,1688
tt0043547,Nicholas Ray,2.98,1652
tt0043560,Henry Hathaway,3.45,1348
tt0043625,John Berry,3.55,3498
tt0043669,Michael Curtiz,3.26,347
tt0043686,René Clément,4.07,10708
tt0043809,Vittorio De Sica,3.89,11503
tt0043812,Robert Parrish,3.51,2077
tt0043880,Roy Del Ruth,3.31,1629
tt0043899,Albert Lewin,3.67,6512
tt0043915,Joseph L. Mankiewicz,3.43,3450
tt0043924,George Stevens,3.92,22109
tt0043961,John Huston,3.42,2111
tt0043972,Jean Renoir,3.81,10293
tt0043983,Stanley Donen,3.33,4487
tt0044000,Federico Fellini,3.5,9796
tt0044008,Brian Desmond Hurst,3.83,15539
tt0044030,George Sidney,3.16,2404
tt0044079,Alfred Hitchcock,4.06,132590
tt0044081,Elia Kazan,4.0,117859
tt0044103,"Michael Powell,Emeric Pressburger",3.81,7977
tt0044186,Richard Thorpe,3.09,655
tt0044202,"Russell Rouse,Leo C. Popkin",3.47,396
tt0044331,Vincent Sherman,3.24,2466
tt0044355,Chester Erskine,3.11,479
tt0044406,William Beaudine,2.22,1187
tt0044419,Howard Hawks,3.52,3154
tt0044476,Robert Wise,3.3,598
tt0044486,William Wyler,3.56,1249
tt0044509,Daniel Mann,3.58,2270
tt0044517,Robert Siodmak,3.51,2575
tt0044672,Cecil B. DeMille,2.94,9556
tt0044685,Charles Vidor,3.33,2237
tt0044706,Fred Zinnemann,3.98,70982
tt0044760,Richard Thorpe,3.27,4345
tt0044762,Jean Yarbrough,2.93,1661
tt0044789,Phil Karlson,3.67,7294
tt0044829,Charles Crichton,3.75,11719
tt0044837,Charlie Chaplin,4.11,19730
tt0044860,Nicholas Ray,3.94,6221
tt0044863,Josef von Sternberg,3.21,3563
tt0044888,George Cukor,3.47,1134
tt0044896,Fred Zinnemann,3.33,672
tt0044903,Mervyn LeRoy,3.22,1347
tt0044916,Howard Hawks,3.44,12974
tt0044941,Leo McCarey,3.18,506
tt0044953,Anthony Mann,3.76,11275
tt0044954,Richard Fleischer,3.82,6119
tt0045012,George Cukor,3.33,3121
tt0045061,John Ford,3.8,27702
tt0045070,Fritz Lang,3.57,7687
tt0045094,Hal Walker,3.11,2002
tt0045124,Phil Karlson,3.67,2866
tt0045152,"Stanley Donen,Gene Kelly",4.34,442512
tt0045161,Edward Dmytryk,3.54,4391
tt0045162,"Henry King,Roy Ward Baker",2.97,2541
tt0045177,Frank Tashlin,3.37,1027
tt0045186,Stuart Heisler,3.26,1923
tt0045205,David Miller,3.82,8722
tt0045230,Russell Rouse,3.39,766
tt0045231,"Merian C. Cooper,Gunther von Fritsch",3.41,478
tt0045267,William Dieterle,3.39,1008
tt0045296,Elia Kazan,3.49,6837
tt0045333,Walter Lang,3.24,409
tt0045339,Raoul Walsh,3.55,1065
tt0045464,Roy Rowland,3.45,4894
tt0045465,Phil Karlson,3.69,2503
tt0045471,George Cukor,3.33,685
tt0045537,Vincente Minnelli,3.83,16114
tt0045551,Robert D. Webb,3.08,472
tt0045555,Fritz Lang,4.09,38876
tt0045557,Ida Lupino,3.51,9006
tt0045564,Fritz Lang,3.43,4647
tt0045589,Norman Taurog,3.18,1392
tt0045591,David Butler,3.43,11794
tt0045592,Walter Lang,3.36,644
tt0045607,Anthony Kimmins,3.3,536
tt0045609,Arthur Hilton,2.4,1394
tt0045659,Charles Frend,3.68,1692
tt0045679,Robert Wise,3.3,1119
tt0045699,Felix E. Feist,3.11,707
tt0045793,Fred Zinnemann,3.78,29214
tt0045810,Howard Hawks,3.84,113875
tt0045848,Ingmar Bergman,3.77,9756
tt0045877,Ida Lupino,3.52,21946
tt0045883,John Farrow,3.29,5867
tt0045886,George Marshall,3.34,1299
tt0045888,André de Toth,3.5,22872
tt0045891,Jean Negulesco,3.46,29082
tt0045897,Alfred Hitchcock,3.59,20383
tt0045911,Roy Ward Baker,3.4,2597
tt0045919,William A. Wellman,3.33,912
tt0045943,Joseph L. Mankiewicz,3.59,10846
tt0045963,George Sidney,3.3,4529
tt0045966,Richard Thorpe,3.09,1439
tt0046000,Charles Walters,3.36,2034
tt0046002,Raoul Walsh,3.26,602
tt0046054,William Keighley,3.25,391
tt0046085,John Ford,3.25,5629
tt0046094,Otto Preminger,3.39,1316
tt0046126,Henry Hathaway,3.42,26365
tt0046183,"Clyde Geronimi,Wilfred Jackson,Hamilton Luske",3.51,270318
tt0046187,Samuel Fuller,3.93,18803
tt0046204,Henry Levin,3.3,205
tt0046247,Henry Koster,3.17,4483
tt0046248,Phil Tucker,2.29,4435
tt0046250,William Wyler,4.16,194592
tt0046268,Henri-Georges Clouzot,4.34,47978
tt0046280,George Marshall,3.19,1244
tt0046303,George Stevens,3.73,33501
tt0046313,Michelangelo Antonioni,3.66,2961
tt0046359,Billy Wilder,4.0,23281
tt0046384,John Ford,3.84,2535
tt0046435,Jean Negulesco,3.26,3107
tt0046438,Yasujirō Ozu,4.44,114594
tt0046478,Kenji Mizoguchi,4.26,49445
tt0046521,Federico Fellini,3.97,32996
tt0046534,Byron Haskin,3.41,24264
tt0046672,Richard Fleischer,3.54,24888
tt0046719,Robert Aldrich,3.12,2029
tt0046754,Joseph L. Mankiewicz,3.47,10317
tt0046807,Vincente Minnelli,3.32,9061
tt0046808,Edward Dmytryk,3.39,1315
tt0046816,Edward Dmytryk,3.72,9437
tt0046828,Otto Preminger,3.37,6303
tt0046899,Delmer Daves,3.2,1007
tt0046911,Henri-Georges Clouzot,4.18,68893
tt0046912,Alfred Hitchcock,4.14,152873
tt0046931,Jack Webb,3.32,339
tt0046951,William Dieterle,3.15,813
tt0046963,Robert Wise,3.51,2067
tt0047013,Henry Hathaway,3.33,1361
tt0047034,Ishirō Honda,4.05,125101
tt0047073,Samuel Fuller,3.23,1293
tt0047086,William A. Wellman,3.1,1476
tt0047101,Fritz Lang,3.5,7648
tt0047123,George Cukor,3.59,4534
tt0047127,Edward D. Wood Jr.,2.4,1272
tt0047136,Nicholas Ray,4.09,37082
tt0047162,Richard Brooks,3.01,1824
tt0047191,Vincente Minnelli,3.37,3522
tt0047203,Douglas Sirk,3.64,10849
tt0047279,Nunnally Johnson,3.25,456
tt0047296,Elia Kazan,4.17,113234
tt0047377,Richard Quine,3.53,3782
tt0047396,Alfred Hitchcock,4.37,599067
tt0047417,Don Siegel,3.59,3956
tt0047422,Otto Preminger,3.18,9588
tt0047437,Billy Wilder,3.84,92609
tt0047443,Herbert J. Biberman,3.83,6371
tt0047445,Kenji Mizoguchi,4.41,31129
tt0047472,Stanley Donen,3.44,26325
tt0047490,Douglas Sirk,3.2,299
tt0047494,Victor Saville,2.78,554
tt0047522,George Cukor,3.88,24378
tt0047537,Richard Thorpe,3.18,281
tt0047542,Lewis Allen,3.29,4144
tt0047550,Frank Tashlin,3.05,1449
tt0047573,Gordon Douglas,3.48,20415
tt0047574,Walter Lang,3.16,4247
tt0047577,Joseph M. Newman,2.99,5345
tt0047580,Jean Negulesco,3.0,1786
tt0047647,Robert Aldrich,3.59,7060
tt0047673,Michael Curtiz,3.65,75262
tt0047677,László Benedek,3.3,13779
tt0047795,Charles Lamont,2.98,5017
tt0047834,"Joy Batchelor,John Halas",3.36,25061
tt0047840,Frank Tashlin,3.45,5408
tt0047849,John Sturges,3.93,23383
tt0047878,Joseph H. Lewis,3.76,9423
tt0047885,Richard Brooks,3.5,5427
tt0047889,William A. Wellman,3.02,806
tt0047944,Vincente Minnelli,3.39,2246
tt0047947,Byron Haskin,3.02,685
tt0047956,Otto Preminger,3.35,727
tt0047977,Norman Foster,3.15,3846
tt0047985,William Wyler,3.69,5081
tt0048028,Elia Kazan,3.89,44746
tt0048037,Luis Buñuel,3.81,7214
tt0048140,Joseph L. Mankiewicz,3.47,21207
tt0048171,Roy Rowland,3.26,536
tt0048182,Samuel Fuller,3.54,5572
tt0048191,Daniel Mann,3.44,864
tt0048216,"Stanley Donen,Gene Kelly",3.75,6674
tt0048248,Burt Lancaster,3.12,764
tt0048254,Stanley Kubrick,3.16,35644
tt0048260,Vincente Minnelli,3.17,664
tt0048261,Robert Aldrich,3.98,26843
tt0048280,"Clyde Geronimi,Wilfred Jackson,Hamilton Luske",3.55,259948
tt0048283,Howard Hawks,3.33,2663
tt0048304,Roberto Gavaldón,3.13,241
tt0048312,John Ford,3.98,3016
tt0048317,Charles Vidor,3.41,2166
tt0048356,Delbert Mann,3.89,28098
tt0048380,"John Ford,Mervyn LeRoy",3.58,6393
tt0048387,Fritz Lang,3.56,3030
tt0048401,Richard Quine,3.43,1135
tt0048424,Charles Laughton,4.26,166176
tt0048432,Stanley Kramer,3.21,981
tt0048445,Fred Zinnemann,3.27,15494
tt0048452,Carl Theodor Dreyer,4.35,29409
tt0048484,Jack Webb,3.22,625
tt0048488,Phil Karlson,3.55,2429
tt0048491,Joshua Logan,3.31,4804
tt0048527,Ranald MacDougall,3.29,1685
tt0048545,Nicholas Ray,3.83,147041
tt0048554,Jack Arnold,2.92,6851
tt0048563,Daniel Mann,3.31,2597
tt0048605,Billy Wilder,3.34,50870
tt0048641,Ingmar Bergman,3.9,18342
tt0048673,David Lean,3.65,15947
tt0048691,Raoul Walsh,3.39,2022
tt0048696,Jack Arnold,3.13,8923
tt0048705,Charles Walters,3.11,1328
tt0048724,Phil Karlson,3.19,1665
tt0048728,Alfred Hitchcock,3.7,97705
tt0048790,Richard Fleischer,3.65,2544
tt0048806,Jacques Tourneur,3.65,2359
tt0048947,Anatole Litvak,3.31,5124
tt0048960,Michael Anderson,3.12,15654
tt0048973,Elia Kazan,3.63,6055
tt0048977,Mervyn LeRoy,3.66,14566
tt0048990,"Michael Powell,Emeric Pressburger",3.27,1525
tt0049006,Fritz Lang,3.52,4795
tt0049007,George Cukor,3.32,753
tt0049010,Nicholas Ray,3.94,12117
tt0049012,Kon Ichikawa,4.12,7253
tt0049038,Joshua Logan,2.8,7291
tt0049055,Henry King,2.86,3771
tt0049061,Richard Brooks,3.51,1315
tt0049169,Fred F. Sears,3.11,5358
tt0049177,Jean Renoir,3.34,2588
tt0049223,Fred M. Wilcox,3.61,35823
tt0049233,William Wyler,3.42,3281
tt0049261,George Stevens,3.88,30590
tt0049263,Frank Tashlin,3.55,5624
tt0049291,Mark Robson,3.76,5790
tt0049314,Charles Walters,3.44,18047
tt0049322,Frank Tashlin,3.31,1666
tt0049333,Nicholas Ray,3.17,527
tt0049366,Don Siegel,3.82,65502
tt0049370,Roger Corman,2.73,1883
tt0049405,Budd Boetticher,3.36,1830
tt0049406,Stanley Kubrick,4.0,117265
tt0049408,Walter Lang,3.47,16219
tt0049414,Gerd Oswald,3.35,3210
tt0049452,Robert D. Webb,3.05,3594
tt0049456,Vincente Minnelli,3.65,7109
tt0049470,Alfred Hitchcock,3.73,69422
tt0049474,Nunnally Johnson,3.48,1666
tt0049513,John Huston,3.6,12785
tt0049578,David Miller,3.14,1045
tt0049601,Fielder Cook,3.74,1839
tt0049653,Joseph Anthony,3.22,1582
tt0049672,Raoul Walsh,3.38,2197
tt0049730,John Ford,3.94,104124
tt0049777,Richard Quine,3.51,1081
tt0049778,Robert Wise,3.67,4523
tt0049784,Yasujirō Ozu,4.02,6421
tt0049829,Vincente Minnelli,4.0,5123
tt0049833,Cecil B. DeMille,3.82,41926
tt0049843,Douglas Sirk,3.89,6302
tt0049875,Carol Reed,3.37,1955
tt0049934,King Vidor,3.34,7542
tt0049949,Fritz Lang,3.56,6326
tt0049966,Douglas Sirk,3.89,22692
tt0050083,Sidney Lumet,4.63,893913
tt0050084,Nathan Juran,3.2,6322
tt0050086,Delmer Daves,3.91,19904
tt0050118,Bert I. Gordon,2.61,1462
tt0050147,Roger Corman,2.64,4492
tt0050156,Delbert Mann,3.37,375
tt0050166,Raoul Walsh,3.34,903
tt0050212,David Lean,4.24,90590
tt0050237,Jules Dassin,3.61,325
tt0050306,Vincente Minnelli,3.35,5124
tt0050371,Elia Kazan,4.19,24129
tt0050379,Charles Vidor,3.01,958
tt0050383,Robert Mulligan,3.43,972
tt0050393,Arthur Crabtree,3.09,4919
tt0050407,Samuel Fuller,3.69,10770
tt0050419,Stanley Donen,3.66,70490
tt0050458,Michelangelo Antonioni,3.8,6200
tt0050468,John Sturges,3.51,9153
tt0050490,John Huston,3.6,3860
tt0050530,Gene Fowler Jr.,2.79,2452
tt0050531,Herbert L. Strock,2.87,940
tt0050539,Jack Arnold,3.85,24309
tt0050556,Richard Thorpe,3.18,10244
tt0050613,Akira Kurosawa,4.27,89492
tt0050631,George Cukor,3.33,1794
tt0050681,Joseph Pevney,3.4,1258
tt0050763,James Neilson,3.2,1483
tt0050783,Federico Fellini,4.39,62911
tt0050798,Robert Stevenson,3.33,13628
tt0050815,George Sidney,3.13,3383
tt0050825,Stanley Kubrick,4.45,223624
tt0050839,Mark Robson,3.51,3120
tt0050858,Stanley Kramer,2.91,801
tt0050894,Terence Fisher,3.4,6662
tt0050933,Joshua Logan,3.27,3822
tt0050972,Rouben Mamoulian,3.39,2378
tt0051003,Billy Wilder,3.4,3928
tt0051019,Jack Garfein,3.46,1377
tt0051036,Alexander Mackendrick,4.24,51726
tt0051047,Budd Boetticher,3.79,8977
tt0051077,Nunnally Johnson,3.48,7014
tt0051087,Anthony Mann,3.7,3781
tt0051114,Nicholas Ray,3.28,1153
tt0051141,Robert Wise,3.38,735
tt0051196,Frank Tashlin,3.66,5266
tt0051198,John Ford,3.42,2244
tt0051201,Billy Wilder,4.38,82007
tt0051207,Alfred Hitchcock,3.77,30930
tt0051337,Nathan Juran,3.52,10731
tt0051378,Louis Malle,4.1,56703
tt0051383,Morton DaCosta,3.85,7221
tt0051390,Youssef Chahine,3.81,12992
tt0051398,John Huston,3.04,634
tt0051411,William Wyler,3.99,12040
tt0051418,Irvin S. Yeaworth Jr.,3.06,47947
tt0051429,Otto Preminger,3.64,10433
tt0051433,Henry King,3.62,3462
tt0051435,Richard Brooks,3.22,1085
tt0051459,Richard Brooks,3.9,44780
tt0051496,Delmer Daves,3.34,2003
tt0051516,"Stanley Donen,George Abbott",3.31,2842
tt0051525,Stanley Kramer,3.81,13999
tt0051554,Terence Fisher,3.59,45256
tt0051622,Kurt Neumann,3.5,27935
tt0051658,Vincente Minnelli,3.04,18071
tt0051667,John Cromwell,3.24,930
tt0051720,Yasujirō Ozu,4.03,9667
tt0051739,Ronald Neame,3.49,2217
tt0051744,William Castle,3.44,56272
tt0051745,Melville Shavelson,3.2,4732
tt0051758,Robert Wise,3.72,3668
tt0051776,Mark Robson,3.37,1578
tt0051818,Michael Curtiz,3.56,6885
tt0051849,Arthur Penn,3.3,2311
tt0051866,Don Siegel,3.67,5067
tt0051878,Martin Ritt,3.53,6974
tt0051899,Anthony Mann,3.75,9471
tt0052005,Mervyn LeRoy,3.4,1274
tt0052027,John Sturges,3.28,3167
tt0052050,Nicholas Ray,3.52,4074
tt0052104,Edward Bernds,2.53,1423
tt0052106,Joseph L. Mankiewicz,3.35,969
tt0052117,Leo McCarey,3.16,580
tt0052126,Vincente Minnelli,3.37,1276
tt0052141,Frank Tashlin,3.3,1400
tt0052182,Delbert Mann,3.46,4461
tt0052218,Vincente Minnelli,3.79,8016
tt0052225,Joshua Logan,3.08,5539
tt0052278,George Seaton,3.4,1632
tt0052287,Joseph H. Lewis,3.58,3359
tt0052293,Arthur Ripley,3.18,2888
tt0052296,Douglas Sirk,3.91,3152
tt0052320,Quentin Lawrence,2.72,3590
tt0052357,Alfred Hitchcock,4.23,586780
tt0052365,Richard Fleischer,3.48,7258
tt0052415,Edward Dmytryk,3.49,2613
tt0052427,George Pal,3.11,1182
tt0052556,Louis Malle,3.67,7716
tt0052561,Otto Preminger,4.24,68650
tt0052564,Ib Melchior,2.72,2352
tt0052572,Satyajit Ray,4.35,23248
tt0052602,Crane Wilbur,3.06,7011
tt0052607,Charles Crichton,3.27,592
tt0052611,"Douglas Hickox,Eugène Lourié",2.78,1721
tt0052618,William Wyler,4.05,96490
tt0052619,Jean Negulesco,3.3,1133
tt0052646,Joseph Green,2.75,6384
tt0052655,Roger Corman,3.56,16198
tt0052700,Richard Fleischer,3.64,6031
tt0052708,Claude Chabrol,3.71,3983
tt0052713,Samuel Fuller,3.63,7517
tt0052722,Robert Stevenson,3.33,6069
tt0052738,George Stevens,3.69,6234
tt0052792,Mervyn LeRoy,3.05,1287
tt0052846,Ray Kellogg,2.22,3044
tt0052847,Paul Wendkos,3.22,2622
tt0052876,Delmer Daves,3.7,2619
tt0052896,Frank Capra,3.19,1064
tt0052902,John Ford,3.46,4815
tt0052918,Douglas Sirk,4.01,25108
tt0052957,Kon Ichikawa,3.55,1125
tt0052969,Ray Kellogg,2.35,4028
tt0053084,Jack Arnold,3.32,3675
tt0053108,John Sturges,3.01,860
tt0053114,Masaki Kobayashi,4.52,25807
tt0053125,Alfred Hitchcock,4.19,262676
tt0053131,Fred Zinnemann,3.63,7428
tt0053137,Stanley Kramer,3.54,6104
tt0053143,Blake Edwards,3.36,7192
tt0053172,Michael Gordon,3.62,19670
tt0053182,Otto Preminger,3.31,817
tt0053183,Lewis Milestone,3.46,1488
tt0053198,François Truffaut,4.31,215667
tt0053219,Edward Bernds,2.83,4499
tt0053220,Budd Boetticher,3.71,8680
tt0053221,Howard Hawks,4.18,57114
tt0053271,Charles Barton,2.99,4239
tt0053285,Clyde Geronimi,3.53,288287
tt0053291,Billy Wilder,4.26,258970
tt0053318,Joseph L. Mankiewicz,3.75,15537
tt0053320,Delmer Daves,3.29,1632
tt0053363,William Castle,3.42,11841
tt0053462,Vincent Sherman,3.42,1350
tt0053580,John Wayne,3.25,6545
tt0053593,Edgar G. Ulmer,2.32,1820
tt0053604,Billy Wilder,4.44,247892
tt0053644,Jerry Lewis,3.51,5680
tt0053645,Vincente Minnelli,3.58,3278
tt0053677,Terence Fisher,3.34,11485
tt0053772,Ingmar Bergman,3.58,5210
tt0053793,Richard Brooks,3.83,6596
