imdbId,directors,letterboxdAverageScore,letterboxdNumVotes
tt3657420,Michael Dunaway,3.23,1461
tt3658772,Shintaro Shimosawa,2.29,3989
tt3659388,Ridley Scott,3.77,1237332
tt3660078,Kerstin Ahlrichs,3.22,240
tt3660770,"Mark Linfield,Alastair Fothergill",3.45,2476
tt3661210,Simon Stone,3.35,80908
tt3667436,Baba Yadav,3.02,208
tt3672120,Seth Henrikson,2.36,6151
tt3672742,"Yoann-Karl Whissell,François Simard,Anouk Whissell",3.44,28054
tt3672840,Daniel Lee,2.51,5297
tt3675486,Sergei Loznitsa,3.5,1060
tt3675748,Takashi Miike,3.14,6492
tt3678782,Sriram Raghavan,3.48,7800
tt3679060,Rohit Dhawan,2.38,4327
tt3682448,Steven Spielberg,3.6,190323
tt3687310,Jackie Earle Haley,2.72,1609
tt3687398,Austin Stark,2.19,2453
tt3688406,"Steven Hoban,Grant Harvey,Brett Sullivan",2.74,13719
tt3691740,Steven Spielberg,2.72,134701
tt3696086,Ann Hui,3.39,875
tt3697566,Lee Jeong-beom,3.31,4062
tt3698118,Yoo Ha,3.03,1349
tt3698558,Adam Egypt Mortimer,2.38,1805
tt3702652,Johannes Roberts,2.32,8196
tt3703148,Mitch Davis,2.33,1019
tt3703908,Adam Alleca,2.95,2257
tt3704416,Joe Swanberg,3.04,8346
tt3704428,Baz Luhrmann,3.35,892246
tt3706352,Janus Metz,2.82,14627
tt3707106,Angelina Jolie,2.88,17325
tt3707114,Amy J. Berg,3.71,5232
tt3710966,Tom Gustafson,3.0,512
tt3714720,John Krasinski,3.05,8746
tt3715320,Woody Allen,3.13,61021
tt3716530,Paul Verhoeven,3.71,81393
tt3717016,Sean Garrity,2.66,2166
tt3717316,Joshua Locy,3.38,509
tt3717804,Mark Gill,2.82,6527
tt3721936,Andrea Arnold,3.77,121477
tt3721964,Nash Edgerton,2.65,14009
tt3722062,"Geoffrey Orthwein,Andrew Sullivan",2.64,3954
tt3722614,Joe Miale,2.41,1770
tt3726704,Michael Almereyda,3.3,13159
tt3731562,Jordan Vogt-Roberts,3.09,468640
tt3732950,"Robert Olsen,Dan Berk",2.57,3428
tt3733774,"Alex Brewer,Benjamin Brewer",2.87,10026
tt3733778,Uli Edel,2.21,9017
tt3735246,Sanjay Leela Bhansali,3.53,17208
tt3740066,Kirsten Tan,3.45,1034
tt3741316,Natalia Leite,2.7,2639
tt3741700,Michael Dougherty,2.83,340953
tt3741834,Garth Davis,3.9,295320
tt3741860,"Paola di Florio,Lisa Leeman",3.29,350
tt3742378,Anna Muylaert,4.15,106177
tt3748512,Kent Jones,3.64,13608
tt3748528,Gareth Edwards,3.75,1138494
tt3758162,Shawn Ku,2.31,4287
tt3758172,Greg McLean,3.19,42345
tt3758334,Taylor Ri'chard,2.41,414
tt3758708,John Jencks,3.05,1847
tt3758852,Lucky McKee,2.57,819
tt3760922,Kirk Jones,2.75,37957
tt3762974,David Gelb,3.36,250
tt3766354,Antoine Fuqua,3.06,160842
tt3767278,Cuba Gooding Jr.,2.68,305
tt3767372,Shoojit Sircar,3.77,19250
tt3774114,Oliver Stone,3.25,109479
tt3774694,Gaspar Noé,3.15,135148
tt3774802,John Suits,2.11,2198
tt3776826,Matt Johnson,3.61,12638
tt3778644,Ron Howard,2.9,645344
tt3783958,Damien Chazelle,4.12,3114449
tt3787590,Max Joseph,2.74,38921
tt3790720,Lisa Immordino Vreeland,3.47,882
tt3794354,Jeff Fowler,2.89,469202
tt3797868,Ross Katz,2.82,34490
tt3799694,Shane Black,3.83,909791
tt3801934,Ringo Lam Ling-Tung,3.13,496
tt3808342,László Nemes,4.09,52520
tt3809276,Evan Oppenheimer,2.76,315
tt3811906,James Wan,3.06,401381
tt3813310,Jon Watts,3.28,22883
tt3824412,Andrew Bujalski,3.06,7048
tt3824458,Sean Baker,3.88,170348
tt3829266,Shane Black,2.12,142030
tt3829920,Joseph Kosinski,3.82,54486
tt3832096,Travis Zariwny,1.78,12004
tt3832914,Alex Kendrick,2.78,6233
tt3833746,Michael Madsen,3.24,464
tt3835080,Rob Zombie,2.52,32700
tt3838992,Kevin Smith,1.89,20044
tt3844362,Patrick Brice,3.14,16640
tt3848938,Vikram Bhatt,2.64,471
tt3850214,Rick Famuyiwa,3.51,117458
tt3850544,Michael John Warren,3.23,222
tt3850590,Michael Dougherty,2.87,177977
tt3856408,Midge Costin,3.73,6422
tt3859076,James Vanderbilt,3.22,8887
tt3859272,Tyler MacIntyre,2.98,30279
tt3859466,Brett Leonard,2.99,261
tt3859980,Ashutosh Gowariker,2.44,3638
tt3861390,Tim Burton,2.57,131742
tt3862750,David M. Rosenthal,2.44,3195
tt3864056,John Crowley,3.07,88371
tt3874544,Tom McGrath,2.53,259341
tt3876910,David Hackl,2.32,4746
tt3881784,David Gordon Green,3.43,60054
tt3882074,Otto Bell,3.59,3254
tt3882082,William Brent Bell,2.56,163265
tt3884528,Dana Nachman,3.56,1179
tt3885422,"Philip Gelatt,Morgan Galen King",3.33,7683
tt3885524,Noah Buschel,3.14,1769
tt3890160,Edgar Wright,3.71,2169655
tt3892172,Debra Granik,3.75,80268
tt3896100,Enrique Gato,2.56,2468
tt3896198,James Gunn,3.53,1524479
tt3899932,Bobcat Goldthwait,3.83,3148
tt3901826,Nora Twomey,4.06,66219
tt3903852,Christian Sesma,2.79,260
tt3905662,Scott Crawford,3.59,1462
tt3908142,Anna Biller,3.5,195273
tt3910602,"Brent Hodge,Derik Murray",3.54,4225
tt3910814,Katie Holmes,3.03,2224
tt3913194,Corbett Redford,3.62,881
tt3915174,Joel Crawford,4.14,1299404
tt3917210,Roger Ross Williams,3.65,7444
tt3922798,Richie Smyth,3.34,21788
tt3922818,Peter Chelsom,2.73,41818
tt3949660,Dave Green,2.42,90281
tt3958780,Meera Menon,2.99,1269
tt3960412,"Jorma Taccone,Akiva Schaffer",3.61,195956
tt3962848,"Michael Beach Nichols,Christopher K. Walker",3.53,5797
tt3963816,Steven C. Miller,2.45,5605
tt3966404,Deniz Gamze Ergüven,4.15,95420
tt3967856,Bong Joon Ho,3.71,400166
tt3976144,Bryan Bertino,2.64,21316
tt3986420,Brian DeCubellis,2.16,4098
tt3991412,Alexandre Aja,2.85,4311
tt3993894,Alex Ross Perry,3.4,17220
tt4000870,Jamie Babbit,2.85,11252
tt4000956,"Matt Villines,Oz Rodríguez",2.84,681
tt4002772,Maclain Nelson,3.1,992
tt4003440,Lars von Trier,3.62,283944
tt4003774,Blair Treu,3.08,430
tt4008652,Clare Lewins,3.55,1270
tt4016934,Park Chan-wook,4.4,562222
tt4019560,Gee Malik Linton,2.07,5493
tt4027504,Tim Kirkman,3.03,985
tt4029412,Mark Neveldine,1.79,1349
tt4030600,Stacy Title,1.55,50031
tt4034228,Kenneth Lonergan,4.12,655930
tt4034354,"Daniel Kwan,Daniel Scheinert",3.66,335536
tt4044364,Laura Poitras,3.97,45193
tt4045894,Eric England,2.84,425
tt4046784,Wes Ball,3.01,393852
tt4048272,Maren Ade,3.96,61579
tt4052050,Dennis Iliadis,2.42,9335
tt4052882,Jaume Collet-Serra,2.92,165287
tt4054654,Paul Schrader,2.76,13256
tt4056738,Jon Gunn,2.61,1824
tt4073790,Jennifer Yuh Nelson,2.64,60650
tt4074364,Mads Matthiesen,2.82,2309
tt4076756,Daniel Junge,3.46,1067
tt4079142,"Brad Barber,Scott Christopherson",3.63,376
tt4079902,Nanfu Wang,3.65,733
tt4082596,Chad Gracia,3.42,896
tt4083052,Julio Quintana,3.27,538
tt4083572,Aaron Kaufman,2.0,2137
tt4094724,James DeMonaco,2.66,180248
tt4103724,Bethany Ashton Wolf,2.71,20446
tt4105584,Julio Soto Gurpide,2.39,756
tt4106514,Danis Tanović,2.52,13834
tt4109268,Alexandre Lehmann,3.42,1075
tt4118606,Pearry Reginald Teo,1.99,1600
tt4120176,Mia Hansen-Løve,3.77,24123
tt4123430,David Yates,2.61,485308
tt4123432,David Yates,2.55,344842
tt4126304,Matthew Heineman,3.74,11586
tt4126476,Jenny Gage,1.6,204160
tt4126568,Gerald Rascionato,1.98,4114
tt4129870,Elizabeth Wood,2.72,15796
tt4131188,Aleksandr Kott,3.62,415
tt4131800,Jayson Thiessen,3.18,19297
tt4136084,Stephen Frears,3.15,40406
tt4136456,Nick Stagliano,2.28,3518
tt4139124,Peter Atencio,3.0,60426
tt4143508,Amir Bar-Lev,4.05,2998
tt4144190,Todd Solondz,3.18,20354
tt4145178,Stevan Riley,3.95,7833
tt4154664,"Ryan Fleck,Anna Boden",2.66,1214959
tt4154756,"Joe Russo,Anthony Russo",3.98,2421024
tt4154796,"Anthony Russo,Joe Russo",3.9,2359276
tt4158876,Chris Kelly,3.59,21015
tt4160708,Fede Álvarez,3.33,413320
tt4161932,Sam de Jong,3.37,1353
tt4163020,"Axelle Carolyn,Lucky McKee,Mike Mendez,Dave Parker,John Skipp,Neil Marshall,Darren Lynn Bousman,Paul Solet,Andrew Kasch,Adam Gierasch,Ryan Schifrin",2.73,16406
tt4169146,Kirill Mikhanovsky,3.66,3136
tt4169250,Neeraj Pandey,3.51,11802
tt4172430,Michael Bay,3.34,96239
tt4178092,Joel Edgerton,3.33,169676
tt4181232,Evan Leong,3.1,432
tt4181782,Xavier Gens,2.16,4509
tt4183692,"Jon Erwin,Andrew Erwin",3.12,2685
tt4185572,Kirby Dick,3.82,6467
tt4189494,Lee Kirk,2.66,2792
tt4190530,Sean Ellis,3.55,26873
tt4191054,Gary Rydstrom,2.89,21306
tt4191580,Deon Taylor,1.92,8420
tt4192652,Alexandra McGuinness,2.82,276
tt4193394,James Schamus,3.38,8692
tt4196450,Nate Parker,3.09,12956
tt4196776,Paul Greengrass,2.93,130724
tt4196848,Bruce Beresford,3.41,7299
tt4199898,Lino DiSalvo,1.99,7786
tt4209900,Sacha Jenkins,3.42,1062
tt4210080,Bob Nelson,3.2,1902
tt4216890,Rachel Lang,3.41,1740
tt4217392,Stanley Tong Gwai-Lai,2.25,4924
tt4218572,Steve McQueen,3.55,134888
tt4218696,Doug Liman,3.01,18097
tt4226388,Sebastian Schipper,3.93,96596
tt4230700,Joshua Marston,2.93,2919
tt4242158,Xu Zheng,2.7,619
tt4244994,Ridley Scott,3.73,286656
tt4244998,Albert Hughes,3.02,28566
tt4254584,Justin Tipping,3.46,2594
tt4255110,Josh Forbes,2.28,3247
tt4262980,"Shinji Higuchi,Hideaki Anno",3.87,164891
tt4265508,"Lisa Addario,Joe Syracuse",2.32,2001
tt4266076,Dominique Rocher,3.19,31529
tt4270516,Paul Weitz,3.48,13118
tt4273292,Babak Anvari,3.48,42552
tt4273800,Tobias Lindholm,3.22,147754
tt4273886,Baik,3.65,16203
tt4287320,James Ponsoldt,2.03,93797
tt4288636,Josh Mond,3.77,10125
tt4302938,Travis Knight,3.93,261568
tt4314716,Austin Reading,2.41,470
tt4316236,Stanley Nelson,3.8,3723
tt4326444,Pedro Almodóvar,3.62,40090
tt4329242,Alfons Adetuyi,2.59,1937
tt4329806,Rick Bieber,2.53,354
tt4331970,André Téchiné,3.4,8198
tt4335650,Mickey Keating,2.65,3172
tt4337690,Michael Polish,2.35,1720
tt4341582,Mira Nair,3.62,16404
tt4348012,Joe Lynch,3.15,51247
tt4351684,Aaron Wolf,2.77,224
tt4353250,Joe Talbot,4.07,114370
tt4353270,Seth Savoy,2.6,926
tt4358230,Małgorzata Szumowska,3.29,2241
tt4359416,Jafar Panahi,3.8,24001
tt4361050,Mike Flanagan,2.84,131457
tt4364194,"Tyler Nilson,Michael Schwartz",3.84,247860
tt4365518,Elite Zexer,3.37,2750
tt4365566,Rich Ragsdale,2.16,1673
tt4370784,Anne Fontaine,3.76,10368
tt4370922,"David Felix Sutcliffe,Lyric R. Cabral",3.47,756
tt4372240,Alexandre O. Philippe,3.6,7821
tt4377864,Patricio Guzmán,3.89,5278
tt4378628,Lorna Tucker,3.26,3456
tt4379728,Johnnie To,3.22,4090
tt4381236,Jim Hosking,3.08,20258
tt4382824,Larry Charles,2.72,7233
tt4382872,Steven C. Miller,1.97,2416
tt4383594,Barry Sonnenfeld,1.93,22254
tt4392726,Johnnie To,3.35,2265
tt4392770,Sophia Takal,3.22,10528
tt4397346,Fredrik Gertten,3.39,369
tt4399594,Abhishek Kapoor,2.77,3254
tt4400994,Jared Moshé,3.12,5290
tt4410000,"Wolfgang Lauenstein,Christoph Lauenstein",2.58,1219
tt4411234,Austin Vesely,2.22,11871
tt4411596,Roger Michell,2.97,14611
tt4419364,"Kevin Smith,Nicholas McCarthy,Dennis Widmyer,Gary Shore,Scott Stewart,Sarah Adina Smith,Kevin Kölsch,Anthony Scott Burns,Adam Egypt Mortimer",2.51,18150
tt4425064,Alex Gibney,3.31,3228
tt4425200,Chad Stahelski,3.7,817022
tt4425258,Laura Poitras,3.58,599
tt4426464,"Dimos Vrysellas,Aaron Woodley",1.87,2135
tt4428398,"Rob Minkoff,Chris Bailey,Mark Koetsier",2.34,9198
tt4428762,Pierre Godeau,2.77,1584
tt4430136,Luv Ranjan,2.9,2045
tt4437216,Andrew Neel,2.83,6438
tt4438848,Nicholas Stoller,2.49,144319
tt4439102,Shawn Crahan,2.34,1275
tt4439620,Hicham Hajji,2.3,947
tt4440036,Peng Sanyuan,3.26,369
tt4442130,Robert Duvall,2.55,911
tt4447108,Adam Randall,2.92,259
tt4454078,Zak Knutson,2.74,311
tt4457344,Bill Watterson,3.32,22247
tt4463816,Vaughn Stein,2.37,21079
tt4463894,Tim Story,2.72,37363
tt4464394,Mathieu Ratthe,2.13,1332
tt4468132,Jeanie Finlay,3.42,767
tt4468634,Kelly Reichardt,3.75,45664
tt4477536,James Foley,1.92,112259
tt4481414,Marc Webb,3.66,239794
tt4481514,Andrew J. Cohen,2.52,44102
tt4483220,Andy Palmer,2.51,6366
tt4500922,Wes Ball,3.16,348456
tt4501244,John Hamburg,2.63,135035
tt4504040,Nelson George,3.36,521
tt4504044,Nicholas McCarthy,2.54,26177
tt4513316,Margaret Betts,3.61,17288
tt4513674,Woody Allen,3.12,81765
tt4513678,Jason Reitman,3.03,296558
tt4516352,James Cullen Bressack,2.69,410
tt4520364,Luke Scott,2.62,23134
tt4520988,"Jennifer Lee,Chris Buck",3.14,615681
tt4526546,Rob Connolly,2.72,3004
tt4530422,Julius Avery,3.23,124812
tt4532826,Otto Bathurst,2.24,48458
tt4535650,Rohit Shetty,2.51,15529
tt4537896,Yann Demange,3.09,51344
tt4540710,John Madden,3.67,45609
tt4550420,Sophie Goodhart,3.07,4554
tt4555426,Joe Wright,3.52,206212
tt4557956,Kevin Tent,2.72,3686
tt4558200,Joel Souza,3.13,2164
tt4558376,"Nat Faxon,Jim Rash",2.34,19654
tt4559006,Karan Johar,2.9,17403
tt4560436,Peter Berg,2.44,36785
tt4565520,William H. Macy,1.89,11999
tt4572792,Colin Trevorrow,2.58,32590
tt4572820,Adam Nimoy,3.65,5648
tt4574654,Adam Marino,2.72,289
tt4575576,Marc Forster,3.53,176715
tt4577344,Tom Nagel,2.03,1266
tt4581576,Elliott Lester,2.68,7913
tt4587656,Timothy Reckart,2.56,8862
tt4591310,Soi Cheang,2.89,1407
tt4594834,Spike Lee,3.28,16851
tt4595882,Marielle Heller,3.65,81684
tt4602066,Ben Lewin,2.79,6135
tt4621016,Stig Björkman,3.87,3470
tt4622512,"Valerie Faris,Jonathan Dayton",3.36,91298
tt4622682,Claudia Myers,2.55,2728
tt4623812,Cheng Er,3.48,1130
tt4624366,Chris Sivertson,2.33,5763
tt4624424,"Doug Sweetland,Nicholas Stoller",2.8,89274
tt4630562,F. Gary Gray,2.72,252727
tt4632316,J. Clay Tweel,4.04,2405
tt4633662,Craig Moss,2.58,433
tt4633690,Ric Roman Waugh,3.52,59795
tt4633694,"Bob Persichetti,Peter Ramsey,Rodney Rothman",4.41,3086995
tt4643580,"Gabriel Riva Palacio Alatriste,Rodolfo Riva Palacio Alatriste",2.75,2338
tt4645330,Mick Jackson,3.38,16359
tt4648786,Kasi Lemmons,3.31,46548
tt4649416,David E. Talbert,3.03,7421
tt4649466,Matthew Vaughn,3.16,582834
tt4650414,Gabriele Muccino,3.02,1490
tt4651410,Max Adams,2.13,1676
tt4651520,"Scott Moore,Jon Lucas",2.83,130090
tt4661798,Jeff Baena,3.22,6173
tt4662420,Gavin Wiesen,2.81,2757
tt4663548,Steve Gomer,3.05,502
tt4666726,Antonio Campos,3.6,33864
tt4667094,Michael Tiddes,1.66,14467
tt4668808,David Evans,3.55,619
tt4669186,"Tim Story,Leslie Small",3.12,6077
tt4669264,Brad Anderson,3.1,12629
tt4669278,Jenna Mattison,2.38,561
tt4669986,Jeff Nichols,3.52,37059
tt4677300,Leah Wolchok,3.49,267
tt4677924,"Kate Mulleavy,Laura Mulleavy",2.59,7272
tt4682136,Michael Mayer,2.89,4849
tt4682266,Josh Boone,2.11,190742
tt4682562,Hong Won-chan,3.0,2436
tt4682786,David Frankel,2.85,66180
tt4682804,Noah Hawley,2.53,9510
tt4686108,RZA,2.82,972
tt4687358,Jackson Stewart,2.61,8551
tt4687464,Greg Kwedar,3.2,1100
tt4694544,"Mark Cullen,Robb Cullen",2.35,5592
tt4695012,Trey Edward Shults,3.16,201495
tt4698584,Pablo Larraín,3.49,14208
tt4698684,Taika Waititi,4.07,306624
tt4701182,Travis Knight,3.17,275219
tt4701660,Stephen Chow Sing-Chi,3.1,10345
tt4701702,Guan Hu,3.22,1357
tt4701724,Nick Park,2.91,33673
tt4702826,Emanuel Hoss-Desmarais,2.88,2993
tt4703048,Toa Fraser,2.95,12961
tt4712076,Hannah Fidell,3.13,6104
tt4720702,"Jonathan Milott,Cary Murnion",2.59,6882
tt4721404,Paul Shoulberg,3.03,248
tt4729430,Sergio Pablos,4.16,445404
tt4729990,Clay Liford,3.21,865
tt4731008,Vincent Kesteloot,2.28,2927
tt4733536,Nick Love,2.82,932
tt4736550,"Karim Amer,Jehane Noujaim",3.27,20605
tt4738360,Nils Gaup,2.97,2278
tt4738776,Heather Graham,2.73,835
tt4743226,Feng Xiao,1.94,1075
tt4743562,Mike Mendez,2.46,722
tt4744086,R. Balki,2.46,2414
tt4761112,Kevin Macdonald,3.65,47219
tt4761916,Stephen Susco,2.74,86082
tt4765284,Trish Sie,2.56,208231
tt4777008,Joachim Rønning,2.96,206196
tt4779682,Jon Turteltaub,2.38,354612
tt4781612,Daniel Ragussis,3.23,39188
tt4786282,David F. Sandberg,2.73,195450
tt4789618,Vlad Feier,3.11,283
tt4795124,Ken Marino,2.64,14776
tt4796122,Jeffrey G. Hunt,1.76,6037
tt4797436,Thomas Dekker,3.01,4628
tt4799050,Lucia Aniello,2.62,68647
tt4799066,Scott Speer,2.52,69879
tt4801232,Taron Lexton,3.09,1081
tt4807408,Robin Bissell,3.38,12194
tt4819510,Nicole Lucas Haimes,3.46,1457
tt4819560,Ding Sheng,3.28,910
tt4823538,Marco Polo Constandse,2.74,992
tt4824302,Garry Marshall,2.33,35058
tt4824308,Harold Cronk,1.66,9259
tt4827922,Christopher Cantwell,2.88,1563
tt4827986,Ritesh Batra,3.08,3932
tt4832640,Ali Abbas Zafar,3.17,11441
tt4835086,Stephen Kijak,3.67,1107
tt4843344,Dan Harris,2.74,1773
tt4846232,"Benny Safdie,Josh Safdie",4.0,589595
tt4849438,S. S. Rajamouli,3.79,28573
tt4853102,Sam Liu,2.82,108696
tt4853154,"Jason Sussberg,David Alvarado",3.4,971
tt4864624,Scooter Corkle,3.05,1471
tt4866448,Ana Asensio,3.28,4159
tt4871980,Bille Woodruff,2.22,1393
tt4872078,Clea DuVall,3.09,7354
tt4875844,"Nate Adams,Adam Carolla",3.44,1257
tt4876134,Renny Harlin,1.87,6724
tt4876952,Brad Epstein,2.68,674
tt4877122,Tony Leondis,1.31,221258
tt4878482,Anne Fletcher,3.09,89136
tt4881578,Alex Winter,3.77,8193
tt4881806,J.A. Bayona,2.62,521859
tt4882174,Puk Grasten,2.91,261
tt4897822,Michael Moore,3.58,15922
tt4898730,Michael Barrett,1.8,3854
tt4899370,Gabriela Cowperthwaite,3.27,11293
tt4902904,Dallas Jenkins,2.89,853
tt4912910,Christopher McQuarrie,3.96,534546
tt4913966,Michael Chaves,1.9,112085
tt4914580,Kim Jee-woon,3.69,12764
tt4915672,Kimble Rendall,1.96,1358
tt4917224,Martin Guigui,1.7,4012
tt4919484,Ira Sachs,3.51,9123
tt4922692,Paco León,3.06,6429
tt4934950,Meghna Gulzar,3.77,9301
tt4935446,Laurie Anderson,3.64,5450
tt4935462,Alan Elliott,3.95,10442
tt4935746,Daniel Castro Zimbrón,3.17,1045
tt4936064,Frederick Wiseman,3.99,2063
tt4938484,Jason Cohen,3.35,1027
tt4940336,Eddie Arya,1.95,1322
tt4943322,Joseph Ruben,2.59,3167
tt4944352,Jerrold Tarog,3.7,7650
tt4950110,Brian Baugh,2.18,4179
tt4960748,Chinonye Chukwu,3.65,30396
tt4964788,Asghar Farhadi,3.35,33391
tt4971344,Jacques Audiard,3.56,81055
tt4971408,Johnny Kevorkian,2.45,16043
tt4972062,Mike Birbiglia,3.44,24181
tt4975722,Barry Jenkins,4.2,1095383
tt4975920,Vincent D'Onofrio,2.86,5655
tt4976192,York Alec Shackleton,1.8,4661
tt4977530,Gurinder Chadha,3.12,3133
tt4978274,Ben Smallbone,3.1,832
tt4978710,Michael Almereyda,3.38,7592
tt4981636,Steve Carr,2.76,21806
tt4986134,Danny Strong,3.13,6447
tt4991112,Philip Gelatt,2.67,1984
tt4995540,Aaron Sorkin,2.97,79820
tt4995790,Ruben Östlund,3.63,121537
tt4998632,Michael Bay,2.97,173468
tt5001718,Stella Meghie,2.65,71673
tt5001754,Lin Oeding,2.69,11547
tt5013056,Christopher Nolan,3.77,1411639
tt5013688,Ali Abbasi,2.99,3363
tt5013782,Dianne Dreyer,2.82,211
tt5016028,"D. A. Pennebaker,Chris Hegedus",3.41,304
tt5023260,Mark Pellington,3.16,3356
tt5027774,Martin McDonagh,4.05,678520
tt5028340,Rob Marshall,3.03,175555
tt5029642,Gilles Marchand,3.15,595
tt5031332,Roger Donaldson,3.54,1024
tt5032364,Oliver Murray,3.39,391
tt5033998,Elizabeth Banks,2.53,130222
tt5034122,Robert D. Siegel,2.75,938
tt5034838,Adam Wingard,2.8,495044
tt5037840,Fred Wolf,1.87,3630
tt5052448,Jordan Peele,4.15,3036460
tt5052524,Logan Kibens,3.15,1504
tt5059406,Osgood Perkins,2.5,30472
tt5066056,Damian Harris,2.73,761
tt5071886,Pa. Ranjith,2.88,6333
tt5073746,Amy Rice,3.06,352
tt5076792,Richard Bates Jr.,3.19,3034
tt5078852,Eytan Rockaway,2.98,3819
tt5083738,Yorgos Lanthimos,4.02,768521
tt5084170,Takashi Miike,3.48,21076
tt5085924,Fritz Böhm,2.51,6677
tt5091530,Natalia Leite,3.17,8072
tt5097070,Steven Cantor,3.74,2161
tt5104604,Wes Anderson,4.01,789930
tt5105734,Lauren Greenfield,3.79,6979
tt5108476,Aditya Chopra,2.64,3013
tt5108870,Daniel Espinosa,1.59,331151
tt5109280,"Don Hall,Carlos López Estrada",3.24,430407
tt5112578,Kevin Phillips,3.49,74952
tt5112622,"Leung Lok-man,Sunny Luk Kim-Ching",3.07,1158
tt5113040,Chris Renaud,2.59,102470
tt5113044,Kyle Balda,3.15,480114
tt5115546,Oliver Irving,2.47,2170
tt5117222,"James Spinney,Pete Middleton",3.77,2601
tt5117372,Sara Seligman,2.9,799
tt5117670,Will Gluck,2.72,92713
tt5125894,Zara Hayes,2.91,8279
tt5126922,Bryan Buckley,3.31,4077
tt5128826,Joel Potrykus,3.08,5761
tt5131960,Adam Irving,3.54,381
tt5140878,David F. Sandberg,2.97,227927
tt5151570,Anthony Fabian,3.47,77769
tt5153288,Per Fly,2.65,2021
tt5160938,Craig William Macneill,2.84,16721
tt5162658,Agustín Díaz Yanes,2.96,945
tt5164184,Anthony Byrne,2.74,5952
tt5164432,Greg Berlanti,3.24,461425
tt5164438,Theodore Melfi,2.93,11922
tt5167174,Linas Phillips,3.04,869
tt5175450,Peter Landesman,2.95,4195
tt5177088,Fede Álvarez,2.64,30981
tt5179598,James Cox,2.41,14431
tt5181830,Henry Selick,3.39,121326
tt5181852,Jonathan Hopkins,2.21,2627
tt5192674,Jason Saltiel,2.9,428
tt5198068,"Tomm Moore,Ross Stewart",4.21,131890
tt5208216,Todd Haynes,3.27,13944
tt5208252,Chris Weitz,3.21,35694
tt5208950,Dimitri Logothetis,2.4,2365
tt5212918,Jason Headley,3.13,686
tt5215952,Na Hong-jin,3.98,207114
tt5220122,Genndy Tartakovsky,2.62,167870
tt5221584,Kleber Mendonça Filho,3.96,48838
tt5222918,Aki Kaurismäki,3.76,17605
tt5225338,Nicolas Pesce,3.37,33471
tt5226984,Dome Karukoski,3.32,4920
tt5236900,Penny Lane,3.51,1614
tt5238904,John Murlowski,2.37,3946
tt5243424,Alex Simmons,3.21,612
tt5243796,"Karen Bernstein,Louis Black",3.57,1219
tt5246902,John Pogue,2.79,341
tt5247022,Jim Jarmusch,3.89,189070
tt5247026,Dustin Guy Defa,3.22,5911
tt5249706,Brando Lee,2.4,1233
tt5253282,Kurt Voelker,3.2,2237
tt5254610,Scott Mann,2.68,7431
tt5254640,Andrew Ahn,3.38,3235
tt5255524,Timothy Woodward Jr.,2.85,283
tt5259822,Michael Almereyda,2.76,10544
tt5268348,Lauren Greenfield,3.3,7135
tt5269396,Derek Yee Tung-Sing,2.98,834
tt5273624,Tsui Hark,2.74,1860
tt5275830,Thorsten Schütte,3.68,1441
tt5275866,"Rachel Grady,Heidi Ewing",3.53,591
tt5275892,Ezra Edelman,4.47,43217
tt5278458,"Keith Fulton,Louis Pepe",3.49,587
tt5278464,Will Allen,3.43,7296
tt5278506,"David Farrier,Dylan Reeve",3.75,51290
tt5278592,Robert Greene,3.26,3927
tt5278596,"Josh Kriegman,Elyse Steinberg",3.84,16303
tt5278932,"Heidi Brandenburg,Mathew Orzel",3.62,456
tt5279122,Viktor Jakovleski,3.69,754
tt5280684,Megan Freels Johnston,2.35,970
tt5282006,Aleksei Mizgiryov,3.01,1049
tt5286444,Ram Madhvani,3.54,6868
tt5291792,Laurie Collyer,2.93,853
tt5294550,Ridley Scott,3.19,57778
tt5301662,Reginald Hudlin,3.44,15409
tt5301942,Gowtam Tinnanuri,3.26,3136
tt5304464,Michael Haneke,3.45,25615
tt5308322,Christopher Landon,3.01,459583
tt5311542,Florian Henckel von Donnersmarck,3.91,27928
tt5314190,Richard Lanni,3.2,1800
tt5322012,John R. Leonetti,1.89,31364
tt5322168,Melanie Mayron,3.39,3571
tt5325604,Christopher Lawrence Chapman,2.69,381
tt5328006,Greg Kinnear,2.96,292
tt5342650,Chang,3.01,542
tt5342950,Alistair Banks Griffin,2.62,2277
tt5344054,Alessio Della Valle,2.68,475
tt5348236,Martin Provost,3.29,1892
tt5352846,Jason Bourque,2.7,934
tt5360232,Alex Wolff,3.49,2196
tt5360952,Rob Cohen,2.19,13291
tt5362988,Taylor Sheridan,3.84,263449
tt5375040,Kirsten Johnson,4.13,16727
tt5390504,Kathryn Bigelow,3.67,53019
tt5420886,"Alex Smith,Andrew J. Smith",2.97,2184
tt5424228,Lisa D’Apolito,3.66,4493
tt5427194,Sean McNamara,2.95,5188
tt5431890,Gavin Hood,3.54,38627
tt5434972,Jonathan Hock,3.6,1583
tt5437928,Wash Westmoreland,3.43,43666
tt5439796,Steven Soderbergh,3.55,253680
tt5442430,Daniel Espinosa,3.04,248048
tt5442456,Brian Smrz,2.65,5425
tt5446610,Daniel Burman,3.15,2199
tt5446858,Alex Gibney,3.67,4408
tt5451690,Ash Avildsen,2.6,5404
tt5452210,Rob Gordon Bralver,3.2,850
